"Obsolète","Code terrain","Toponyme","Type","Date creation","Dernière modification","Date validation","Position","Latitude","Longitude","Altitude","Consignes","Nombre de pistes","Nature première piste","Axe préférentiel première piste","Largeur première piste","Longueur première piste","Orientation première piste","Nature deuxième piste","Axe préférentiel deuxième piste","Largeur deuxième piste","Longueur deuxième piste","Orientation deuxième piste","Radio","Carburant","Facilités","Facilités en clair","Email de contact","Téléphone","Informations complémentaires"
"","LF0652","Cipières Alpes d'Azur ULM","AltiSurface en service ","8/03/2011","15/10/2017","17/10/2017","43.779102294802, 6.862965551559455","N 43 46 45","E 006 51 47","3723 ft","ULM et avions tour de piste différents, voir fiche altisurface. .LIGNE HAUTE TENSION au Sud et 800m avant le seuil de piste dans l'axe. turbulences possibles en finale","1","herbe","'09","18","380","'09-27","herbe","","","","'Inconnue","130.00","non","5","Camping possible","aropion@wanadoo.fr","+33 6 99 54 53 33","Altisurface accessible aux pilotes avion qualifiés montagne.Pour les ULM formation montagne conseillée.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 06982828 ou le Président du club au 0699545333Se référer à la fiche de piste éditée par AFPM mise a jour août 2017Webcam : http://www.solarcam.fr/ALPES_DAZUR_ULM/Pioupiou 275, tel 09 72 47 71 41"
"","LF0654","Valberg","AltiSurface en service ","8/03/2011","7/11/2015","10/11/2015","44.106944444444, 6.939444444444462","N 44 06 25","E 006 56 22","5680 ft","Seuil décalé car piste rallongée mais l'herbe pousse... Arrivée par les gorges de Daluis. Ne pas survoler la station de Valberg ne pas survoler la bergerie au nord de l'altisurface. limité à 2 tours de piste.","1","terre","'14","35","410","'14-32","herbe","","","","'Inconnue","","","","","","+33 6 09 51 25 78","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"oui","LF0721","Annonay","Base ULM fermée définitivement","8/03/2011","24/06/2015","17/07/2015","45.209444, 4.669444","N 45 12 34","E 004 40 10","1148 ft","","1","herbe","","","350","'Inconnue","herbe","","","","'Inconnue","","","","","","",""
"oui","LF0722","Gilhoc sur Ormèze","Base ULM fermée définitivement","8/03/2011","24/06/2015","17/07/2015","44.97286149033867, 4.6612564047545675","N 44 58 22","E 004 39 41","2145 ft","suite visite sur place de 'pillou'hangar servant d'étable, ligne Electrique travers centre piste, fort deversapparemment jamais activedangereuse","1","herbe","","","","'Inconnue","herbe","","","","'Inconnue","","","","","","",""
"","LF0723","Notre-Dame-des-Neiges-Abbaye","AltiSurface en service ","8/03/2011","30/10/2015","1/11/2015","44.600669640398, 3.9267480317382706","N 44 36 02","E 003 55 36","3760 ft","","1","herbe","'35","25","300","'17-35","herbe","","","","'Inconnue","","","","","","+33 4 66 69 00 90","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"oui","LF0724","Mont Gerbier de Jonc","Altisurface fermée","8/03/2011","5/04/2015","28/11/2016","44.84790023284271, 4.194184608459409","N 44 50 52","E 004 11 39","4300 ft","ATT en 32, DEC en 14  TDP main gauchePente : 100 m à 15% + 150 m à 10% +170 m à 4% - attention au bétailpiste définitivement fermée source AFPM 01-2015","1","herbe","'32","25","520","'14-32","herbe","","","","'Inconnue","130.00","","6,4","Restauration à proximité, Gîte à proximité","","+33 4 75 38 80 34","Il est indispensable de téléphoner avant d'utiliser cette piste car présence possible d'animaux sur la piste.Avions : Qualification Montagne requise.ULM : Libre d'accès.Restauration et gite sur sur réservation à M. Jarlutsource AFPM 07-01ALa piste est définitivement fermée source AFPM 01-2015"
"","LF0725","Le Bez","AltiSurface en service ","8/03/2011","8/09/2015","21/09/2015","44.63372418472167, 4.046093753936702","N 44 38 01","E 004 02 46","4320 ft","Main gauche. Décollage 05, atterrissage 23. Pente 18% régulier. Sol naturel non aménagé.","1","herbe","","25","320","'05-23","herbe","","","","'Inconnue","130.00","","6,4","Restauration à proximité, Gîte à proximité","","+33 6 86 98 14 81","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668.Auberge du Bez (500 m ): 04 66 46 60 54"
"oui","LF0751","Echamps ","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","8/03/2011","13/01/2014","44.8475, 4.194999999999936","N 44 50 51","E 004 11 42","3772 ft","Tour de piste à gauche, atterrissage en 33, décollage en 15,Pente montante de 17% sur les premiers 100m après le seuil 33, puis la pente diminue et s'annule.","1","herbe","'33","25","500","'15-33","herbe","","","","'Inconnue","130.000","","1","Atelier ULM","","+33 4 45 38 80 34","PPR obligatoire car du bétail peut paître Mont Gerbier-de-Jonc, Domaine de Villevieille, indiquée sur la carte Michelin au 1/200 Terrain de type altisurfacehttp://www.jeuneloiremezenc.com/aphp/prncs.php?numress=R00053 http://www.sourcesetvolcans-ardeche.com/hebergement_chambres.aspx?Id=675"
"","LF0752","Saint Sauveur de Cruzière","Base ULM fermée définitivement","8/03/2011","23/05/2017","25/05/2017","44.2667622269815, 4.258169218246394","N 44 16 00","E 004 15 29","480 ft","Piste orientée 13/31, la 31 recommandée à l'atterrissage (semi-montante). Dégager par le nord au décollage, éviter le survol des habitations. Contact radio obligatoire à Orange approche pour le décollage.","1","herbe","'31","40","400","'13-31","herbe","","","","'Inconnue","123.5","","4","Gîte à proximité","aschoer@nordnet.fr","+33 4 75 36 00 22","PPR :Téléphoner au propriétaire pour l'accueil et connaitre l'état de la piste. Située dans la zone d'Orange R55B.  Piste dans la partie la plus méridionale du département de l'Ardèche.à 1,5km, gîte dans Mas provençal avec piste appartenant à Armand Schoer.gîtes uniquement location à la semaine. Pas de repas sur placeSite internet du gîte - www.larbrequichante.comDe St Jean de Maruéjols, prendre la D350-A direction St Geniès"
"","LF0753","Deyras Saint Victor","Base ULM Accès limité Autorisation OBLIGATOIRE ","15/03/2015","9/09/2017","11/09/2017","45.093272319456, 4.706864452362083","N 45 05 36","E 004 42 25","1425 ft","préf 34: VAR. à L'EST, base av village, long. finale adapt. à votre finesse pour éviter virage dessus ligne ERDF.TDP répétés, passages bas, survols habitation INTERDITS Piste encadrée/vergers, fort gradient vent. montée vers le Nord + dévers vers l'Est.","1","herbe","'34","40","341","'16-34","herbe","","","","'Inconnue","123.5","Non","6,4,5","Restauration à proximité, Gîte à proximité, Camping possible","airdeschoix@gmail.com","+33 6 08 78 87 09","Respect impératif des consignes de TDP. Fort rabattants et  gradient en courte finale 34 prise de vitesse  impérative et décaler le seuil au nord. Repère futs blancs à la  mi-piste: remise de gaz si pas posé ou stop si pas décollé. "
"oui","LF0823","Givet","Base ULM Accès privé","8/03/2011","8/03/2011","28/02/2014","50.136111, 4.823333000000048","N 50 08 10","E 004 49 24","","","1","herbe","","","","'Inconnue","herbe","","","","'Inconnue","","","","","","",""
"","LF0851","Avaux - Les Bourdons ","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","23/12/2015","5/01/2016","49.480556, 4.0750000000000455","N 49 28 50","E 004 04 30","374 ft","PPR: demande préalable Tour de piste par le NordObstacle: antenne rouge et blanche de mesures des vents, au Nord Ouest du QFU 11.       ","1","herbe","","20","430","'11-29","herbe","","","","'Inconnue","","essence à 6 kms","","","gacoin.jean.marieclaire@wanadoo.fr","+33 6 23 25 33 83","Plateforme située sur la commune d'Asfeld.pour utilisation : Mr J. Gacoin au 03 24 72 94 07 Accès : du centre du bourg d'Avaux, prendre dir. Nord rue Léo Lagrange, continuer tout droit à 2.5 kms"
"","LF0921","Aleu","AltiSurface en service ","8/03/2011","23/11/2016","24/11/2016","42.90035366895571, 1.2752682209014665","N 42 54 01","E 001 16 31","3445 ft","Piste situé au sommet du Taus (1069m), concave de 11 à 12%, atterrissage en 10, décollage en 28. Utilisable en toutes saisons (sauf neige). Attention : possibilité d'ornières profondes, vérification nécessaire à pied de la viabilité de cette surface.","2","herbe","'10","15","250","'10-28","herbe","","10","115","'17-35","Auto info 130.000","Aucun","","","danielserres@sfr.fr","+33 6 88 23 79 26","Avions : Qualification Montagne requise.ULM : Libre d'accès.La deuxième piste 17/35 est en cours d'aménagement par les bénévoles (été 2016). Elle est surtout destinée aux décollages.Notre bénévole Jean-Louis Vidal (06 78 78 94 64) est le plus au courant de l'état de la plate-forme.En haut sur la plate forme, on est le long d'un talus vertical.Attention aux grandes envergures."
"","LF0922","Artigat - Martin Gu'air","Base ULM Autorisation OBLIGATOIRE ","10/09/2011","25/12/2015","16/02/2016","43.146777013176, 1.43996000289917","N 43 08 48","E 001 26 24","730 ft","Seuils de pistes bien dégagés. Évitez de survoler le pâté de maison à l'ouest.","1","herbe","","25","200","'16-34","herbe","","","","'Inconnue","","","","","","+33 6 72 21 92 57","Ulm Ariege serviceFigarol Pierre.06 08 94 19 34 "
"oui","LF0923","Bethmale","Aérodrome fermé.","8/03/2011","25/12/2015","23/09/2016","42.883522365886, 1.0812115899352648","N 42 53 01","E 001 04 52","3960 ft","situé sur une crête","1","herbe","","","230","'09-27","herbe","","","","'Inconnue","","","","","","+33 5 61 66 65 23",""
"","LF0924","La Plagne Bouirex","AltiSurface en service ","8/03/2011","17/10/2015","22/10/2015","42.866667, 1.138333","N 42 52 00","E 001 08 18","5249 ft","Piste peu en pente, mais dévers sensible à droite à l'atterrissage. Trous de sangliers et taupinières.Présence d'une bosse 30 mètres après l'entrée de piste, il est préférable de toucher après. Une rubalise en haut de la piste tient lieu de biroute.","1","herbe","'28","20","200","'08-26","herbe","","","","'Inconnue","","","","","","+33 6 78 78 94 64","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668.Notre bénévole Jean-Louis Vidal (06 78 78 94 64) est le plus au courant de l'état de la plate-forme, sur laquelle il travaille assidûment."
"","LF0925","Villeneuve du Latou","Aérodrome Privé Ouvert aux ULM","9/07/2011","25/12/2015","16/02/2016","43.204409420925614, 1.4191460609436035","N 43 12 16","E 001 25 09","1330 ft","Aérodrome privé réservé à l'utilisation du propriétaire de sa famille et de ses invités.","1","herbe","","0","300","'05-23","herbe","","","","'Inconnue","","","","","","+33 5 61 34 93 96","Aérodrome privé réservé à l'utilisation du propriétaire de sa famille et de ses invités."
"","LF0926","Cérizols","Hélistation privée. Autorisation OBLIGATOIRE","8/03/2011","25/12/2015","16/02/2016","43.128888888889, 1.0694444444445708","N 43 07 44","E 001 04 10","","EXCLUSIVEMENT RESERVE AUX BALLONSaires agréées par l'Aviation Civile à CERIZOLS (09) ou LAFFITE-TOUPIERE (31), sont pour le moment les terrains d'où nous décollons","1","herbe","","","200","'omnidir","herbe","","","","'Inconnue","","","","","contact@ballon-bleu-horizon.fr","+33 6 98 19 30 00","TERRAIN DE LA SOCIETE 'BALLON BLEU HORIZON'INTERDIT AUX ULMRESERVE AUX BALLONS"
"","LF0927","Troye d'Ariège","Base ULM Accès privé","17/07/2011","25/12/2015","16/02/2016","43.02004293475569, 1.8775087594985962","N 43 01 12","E 001 52 39","1377 ft","Tour de piste au sud.","1","herbe","","30","220","'11-29","herbe","","","","'Inconnue","123.550","","","","partagair@gmail.com","+33 6 88 50 60 85",""
"","LF0928","Ferme de Bon repos - Régat","Base ULM ouverte tous types","8/03/2011","21/09/2016","22/09/2016","42.983909248608, 1.8935475767211756","N 42 59 02","E 001 53 37","1341 ft","Nous n'avons pas de fréquence Sol. En vol local notre fréquence est 123.450 Mhz.Par vent faible, Décollage,  privilégier  piste 10 en légère descente.et 28 pour atterrissage10 longer la colline par le sud. Att. ligne  ULM rapide expérience exigé","1","herbe","'10","30","400","'10-28","herbe","","","","'Inconnue","","Dépannage","6,4,5","Restauration à proximité, Gîte à proximité, Camping possible","funrunner3000@sfr.fr","+33 6 47 03 57 92","Si possible, par politesse, prévenir pour être accueillis ou dépannés en carburant.Resto en été, weekend hors saison et Gite à LERAN  2 km. Camping et restauration au lac de Montbel à 5 kms en été. Camping possible sur le terrain sans commodités.Si vous n'êtes pas trop nombreux, possibilité transport et organisation des repas sur demande (demander Laurent 06 84 52 42 53)."
"","LF0951","Sarrat","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","25/12/2015","14/10/2017","43.20859536023596, 1.708676322753945","N 43 12 31","E 001 42 31","846 ft","Par le sud Ligne PTT à 40 mètres seuil de piste ESTAttention : le terrain est très près de la D59, raccourcir la finale en 11.","1","herbe","","30","300","'11-29","herbe","","","","'Inconnue","123.500","","","invalid","gaston.dejean@orange.fr","+33 5 61 69 41 91","Aéromodélisme sur site (activité 9075, plafond 500ft) et à proximité (activité [en cours], plafond 500ft ASFC)"
"","LF0952","Fabas","AltiSurface en service ","27/05/2013","22/10/2015","24/10/2015","43.110407844557, 1.1159371058146235","N 43 06 37","E 001 06 57","1299 ft","Tour de piste au sud, main gauche.Atterrissage possible uniquement en 31. Pente montante entre 1 et 6 %.Ligne électrique surplombant le seuil 13 et le haut de la plate-forme.","1","herbe","'31","20","400","'13-31","herbe","","","","'Inconnue","130.00","Aucun","","","","+33 5 61 04 60 19","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668.Se renseigner sur le fauchage avant de se poser."
"","LF0953","Ustou","AltiSurface en service ","4/12/2013","25/12/2015","16/02/2016","42.781388833333, 1.2258328333334703","N 42 46 53","E 001 13 33","5896 ft","","1","neige","","30","250","'16-34","herbe","","","","'Inconnue","","","","","","+33 6 78 78 94 64","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF0954","Ercé","Base ULM ouverte tous types","4/02/2014","11/02/2017","13/02/2017","42.851111111111, 1.2972222222222172","N 42 51 04","E 001 17 50","3000 ft","Piste de type altisurface.Après passage parallèle à la piste pour vérifier la présence éventuelle d'animaux, suivre l'axe de la vallée pour s'intégrer en longue finale 13.Possibilité de remise des gaz pour dégagement vers la vallée.","1","herbe","'13","20","280","'13-31","herbe","","","","'Inconnue","130.00","","4","Gîte à proximité","c.koch@klima.fr","+33 6 25 89 70 84","Piste ULM (INTERDITE AUX AVIONS)Expérience Montagne impérative.Très bon état de surface. Axe de la piste décalé. Faire une approche avec du moteur jusqu'au seuil de piste. Pente de 5% sur la première partie de la piste puis de 15% sur les 100 derniers mètres. Nos gîtes: (http://ariege-gite.com). Nous fournissons un véhicule pour les locataires arrivés par ulm."
"","LF1021","Montardoise","Aérodrome Privé Ouvert aux ULM","22/09/2011","24/12/2015","26/01/2016","48.468027334654145, 4.1977643966674805","N 48 28 05","E 004 11 52","580 ft","Tour de piste au Sud avions 700 ft ULM 500 ft Le seuil 24 est préférentiel (piste en pente).","1","herbe","'24","40","800","'05-23","herbe","","","","'Inconnue","auto-info 123.5","","","","","+33 3 25 37 50 28","PPR par tél. 03 25 37 50 28 - fax 03 25 37 50 27"
"","LF1022","Ville sur Arce","Aérodrome Privé Ouvert aux ULM","8/03/2011","24/12/2015","26/01/2016","48.088211340842, 4.4359163438721225","N 48 05 18","E 004 26 09","910 ft","","1","herbe","","","650","'11-29","herbe","","","","'Inconnue","","","","","","+33 3 25 38 76 46",""
"oui","LF1052","Plancy - La Caroline ","Base ULM Autorisation OBLIGATOIRE ","9/03/2011","9/03/2011","0/00/0000","48.588056, 3.993333","N 48 35 17","E 003 59 36","276 ft","","1","","","","","","","","","","","","","","","","",""
